246,a.link-secondary:nth-child(2),a.h6:nth-child(3),a.link-secondary:nth-child(4),a.link-secondary:nth-child(5),.flex-wrap > .h4,,246,"#client-body > div.main-wrapper > div.main-wrapper-body.container.mt-4 > div > div.main-wrapper-body-details-top-section > div.series-image-section.pb-3 > div > div > img
#carouselSeriesImage > div > div > div > div > div.d-flex.justify-content-center.align-items-center.card-body-img > div > img",.series-info-section > .mt-4,".h3 > .h3
h3.h3",/html/body/div[3]/div[2]/div/div[3]/div[2]/div[2]/div/div/div/div[6]/div/div/div[1]/div/table,"//div[@aria-label=""Page 2""]","//div[@aria-label=""Page 3""]",,,<h2>,,,,,,
https://www.newland-id.com/en/products/cables/cbl017u,cables,Newland,,,CBL017U,"CBL017U RJ to USB-C Cable for HR, FR and FM Series","https://www.newland-id.com/datasheets/364/cbl017u-rj-to-usb-c-cable-for-hr,-fr-and-fm-series.pdf",https://newlandemea.katanapim.com/content/images/thumbs/000/0000570_cbl017u.png,"Contact us today and start making your processes easier, faster and more intuitive!","Dimensions: 1.8 meter
Interfaces: USB-C, RJ-45
Warranty Standard: 1 Year",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Dimensions</td><td>1.8 meter</td></tr>
<tr><td>Interfaces</td><td>USB-C, RJ-45</td></tr>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>CBL017U</td><td>RJ to USB-C straight 1.8 meter cable for all HR, FR and FM series scanners.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-mcd95-1c,base-stations,Newland,,,NLS-MCD95-1C,NLS-MCD95-1C Charging Cradle for MT95,https://www.newland-id.com/datasheets/361/nls-mcd95-1c-charging-cradle-for-mt95.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000560_nls-mcd95-1c.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
NLS-MCD95-1C: Charging Cradle for MT95 series (connectable up to 4pcs; no Power Supply included).",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-MCD95-1C</td><td>Charging Cradle for MT95 series (connectable up to 4pcs; no Power Supply included).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/protection-handling/nls-rb67-01,protection-handling,Newland,,,NLS-RB67-01,NLS-RB67-01 Protective Case for MT67 Series,https://www.newland-id.com/datasheets/359/nls-rb67-01-protective-case-for-mt67-series.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000625_nls-rb67-01.png,"Contact us today and start making your processes easier, faster and more intuitive!","Accessories Standard: Velcro watch strap
Part Number: Description
NLS-RB67-01: Protective case for the MT67 series, including Velcro wrist strap",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Accessories Standard</td><td>Velcro watch strap</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-RB67-01</td><td>Protective case for the MT67 series, including Velcro wrist strap</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/nls-cpa-univ,charging-power,Newland,,,NLS-CPA-UNIV,NLS-CPA-UNIV Cig-Plug Adapter,https://www.newland-id.com/datasheets/358/nls-cpa-univ-cig-plug-adapter.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000598_nls-cpa-univ.png,"The Cig-Plug adapter for Newland’s mobile computers provides continuous external power while on the road. Commonly used in logistics, delivery, field service, and transportation, it supports battery charging during intensive tasks such as heavy scanning, GPS navigation, or 4G/5G data use. By drawing power directly from the vehicle, the Cig-Plug adapter ensures uninterrupted operation and reliable performance in the field.","Dimensions: 1.5 meter
Interfaces: USB-C, USB-A
Power Supply Input: DC12-24V 7A Max",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Dimensions</td><td>1.5 meter</td></tr>
<tr><td>Interfaces</td><td>USB-C, USB-A</td></tr>
<tr><td>Power Supply Input</td><td>DC12-24V 7A Max</td></tr>
<tr><td>Power Supply Output</td><td>USB-A: 5V/3A, 9V/2A, 10V/2A, 12V/2.5A 30W Max; USB-A: 5V/3A, 9V/2A, 10V/2A, 12V/2.5A 30W Max; USB-C: 5V/3A, 9V/2.77A, 12V/2.5A, 15V/2A, 20V/1.5A 30W Max</td></tr>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Accessories Standard</td><td>USB-C cable</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CPA-UNIV</td><td>Cig-Plug Adapter with USB-A & USB-C Ports + USB-C to USB-C Cable (1.5 m)</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-std23-33-sa,base-stations,Newland,,,NLS-STD23-33-SA,NLS-STD23-33-SA Smart Adjustable Stand for HR23 and HR33 Series,https://www.newland-id.com/datasheets/357/nls-std23-33-sa-smart-adjustable-stand-for-hr23-and-hr33-series.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000652_nls-std23-33-sa.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 3 Months
Part Number: Description
NLS-STD23-33-SA: Smart adjustable smart stand for HR2300 and HR3300 series",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>3 Months</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-STD23-33-SA</td><td>Smart adjustable smart stand for HR2300 and HR3300 series</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/peripherals/nls-mpg95-01,peripherals,Newland,,,NLS-MPG95-01,NLS-MPG95-01 Pistol Grip for MT95,https://www.newland-id.com/datasheets/356/nls-mpg95-01-pistol-grip-for-mt95.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000607_nls-mpg95-01.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
NLS-MPG95-01: Pistol grip for MT95 series.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-MPG95-01</td><td>Pistol grip for MT95 series.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-cd6750-01,base-stations,Newland,,,NLS-CD6750-01,NLS-CD6750-01 Charging Cradle for MT67,https://www.newland-id.com/datasheets/355/nls-cd6750-01-charging-cradle-for-mt67.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000642_nls-cd6750-01.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
NLS-CD6750-01: Cradle for MT67 series with battery charging slot (connectable up to 4 pcs, no power supply included).",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CD6750-01</td><td>Cradle for MT67 series with battery charging slot (connectable up to 4 pcs, no power supply included).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/nwear-accessories/strap-ve-10,nwear-accessories,Newland,,,Strap-VE-10,Strap-VE-10 Strap for WD1,https://www.newland-id.com/datasheets/353/strap-ve-10-strap-for-wd1.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000682_strap-ve-10.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
Strap-VE-10: Velcro strap for WD1 (10 Pcs).",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>Strap-VE-10</td><td>Velcro strap for WD1 (10 Pcs).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/nls-cd3233-4c,charging-power,Newland,,,NLS-CD3233-4C,NLS-CD3233-4C 4-slot Battery Charger for HR23 and HR33 Series,https://www.newland-id.com/datasheets/354/nls-cd3233-4c-4-slot-battery-charger-for-hr23-and-hr33-series.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000588_nls-cd3233-4c.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Accessories Standard: Multiplug adapter
Part Number: Description",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Accessories Standard</td><td>Multiplug adapter</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CD3233-4C</td><td>4 slot battery charger for HR23 and HR33 series batteries. Include multiplug adapter</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/std20i-22-w,base-stations,Newland,,,STD20I-22-W,STD20I-22-W Smart Foldable Stand,https://www.newland-id.com/datasheets/351/std20i-22-w-smart-foldable-stand.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000654_std20i-22-w.png,Smart foldable stand for HR11 and HR15. Incl. auto sense.,"Warranty Standard: 3 Months
Part Number: Description
STD20I-22-W: Smart foldable stand for HR11 and HR15. Incl. auto sense.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>3 Months</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>STD20I-22-W</td><td>Smart foldable stand for HR11 and HR15. Incl. auto sense.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/protection-handling/spn7-hybrid,protection-handling,Newland,,,SPN7,SPN7 HYBRID Screen Protector Film for N7,https://www.newland-id.com/datasheets/350/spn7-hybrid-screen-protector-film-for-n7.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000644_screen_protector.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
SPN7 HYBRID: Screen protection film for N7 series 9H.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>SPN7 HYBRID</td><td>Screen protection film for N7 series 9H.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/adp100,charging-power,Newland,,,ADP100,"ADP100 Power Supply for HR, FR, and FM Series","https://www.newland-id.com/datasheets/348/adp100-power-supply-for-hr,-fr,-and-fm-series.pdf",https://newlandemea.katanapim.com/content/images/thumbs/000/0000599_adp100.png,"Contact us today and start making your processes easier, faster and more intuitive!","Power Supply Output: 5V/1.5A
Warranty Standard: 3 Months
Part Number: Description",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Power Supply Output</td><td>5V/1.5A</td></tr>
<tr><td>Warranty Standard</td><td>3 Months</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>ADP100</td><td>Multiplug adapter 5V/1.5A for Handheld, FR and FM series.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/cables/cblmp100u,cables,Newland,,,CBLMP100U,CBLMP100U Data Cable for WD2,https://www.newland-id.com/datasheets/349/cblmp100u-data-cable-for-wd2.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000571_cbl-mp100u.png,"Contact us today and start making your processes easier, faster and more intuitive!","Dimensions: 100 cm
Interfaces: Pogo pins, USB-A
Warranty Standard: 1 Year",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Dimensions</td><td>100 cm</td></tr>
<tr><td>Interfaces</td><td>Pogo pins, USB-A</td></tr>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>CBLMP100U</td><td>Magnetic contact connector to USB-A, 100cm data cable for WD2.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-cdn7-c-lowv,base-stations,Newland,,,NLS-CDN7-C-LOWV,NLS-CDN7-C-LOWV Charging and Communication Cradle for N7,https://www.newland-id.com/datasheets/347/nls-cdn7-c-lowv-charging-and-communication-cradle-for-n7.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000643_nls-cdn7-c-lowv.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
NLS-CDN7-C-LOWV: Charging and communication cradle for N7 series with spare battery charging slot (no power supply or USB cable included, order ADP710 and CBL-TC-N7).",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CDN7-C-LOWV</td><td>Charging and communication cradle for N7 series with spare battery charging slot (no power supply or USB cable included, order ADP710 and CBL-TC-N7).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/bty-mt95,charging-power,Newland,,,BTY-MT95,BTY-MT95 Battery for MT95,https://www.newland-id.com/datasheets/346/bty-mt95-battery-for-mt95.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000589_bty-mt95.png,"Contact us today and start making your processes easier, faster and more intuitive!","Battery Type: 3.8V 6000mAh
Warranty Standard: 3 Months
Part Number: Description",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Battery Type</td><td>3.8V 6000mAh</td></tr>
<tr><td>Warranty Standard</td><td>3 Months</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>BTY-MT95</td><td>Battery for MT95 series, 3.8V 6000mAh.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-cd1580-n0,base-stations,Newland,,,NLS-CD1580-N0,NLS-CD1580-N0 Bluetooth Stand for HR15 and HR32,https://www.newland-id.com/datasheets/345/nls-cd1580-n0-bluetooth-stand-for-hr15-and-hr32.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000645_nls-cd1580-n0.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
NLS-CD1580-N0: Bluetooth Stand/Docking Station for HR15-BT and HR32-BT Charging and Communication.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CD1580-N0</td><td>Bluetooth Stand/Docking Station for HR15-BT and HR32-BT Charging and Communication.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/nwear-accessories/strap-si-01,nwear-accessories,Newland,,,Strap-SI-01,Strap-SI-01 Watch Strap for WD1,https://www.newland-id.com/datasheets/343/strap-si-01-watch-strap-for-wd1.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000683_strap-si-01.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
Strap-SI-01: Silicone watch strap for WD1.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>Strap-SI-01</td><td>Silicone watch strap for WD1.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/protection-handling/ms105,protection-handling,Newland,,,MS105,MS105 Mounting Strap for Holster,https://www.newland-id.com/datasheets/341/ms105-mounting-strap-for-holster.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000627_mc105-1.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
MS105: Mounting strap for holster (for Forklifts).",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>MS105</td><td>Mounting strap for holster (for Forklifts).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/bty95l,charging-power,Newland,,,BTY95L,BTY95L Battery for MT93 Series,https://www.newland-id.com/datasheets/340/bty95l-battery-for-mt93-series.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000590_bty95l.png,"Contact us today and start making your processes easier, faster and more intuitive!","Battery Type: 3,8 V 5000 mAh
Warranty Standard: 3 Months
Part Number: Description",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Battery Type</td><td>3,8 V 5000 mAh</td></tr>
<tr><td>Warranty Standard</td><td>3 Months</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>BTY95L</td><td>Battery for MT93 series, 3,8 V 5000 mAh</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-cdwd5-01,base-stations,Newland,,,NLS-CDWD5-01,NLS-CDWD5-01 Charging Cradle for WD5,https://www.newland-id.com/datasheets/339/nls-cdwd5-01-charging-cradle-for-wd5.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000662_cdwd5-1.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Accessories Standard: USB-C cable
Part Number: Description",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Accessories Standard</td><td>USB-C cable</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CDWD5-01</td><td>Charging Cradle for NLS-WD5-ISW
(no Power Supply included, order ADP710 separately; USB-C Cable included)</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/nwear-accessories/nls-bc-01,nwear-accessories,Newland,,,NLS-BC-01,NLS-BC-01 Belt Clip for WD5,https://www.newland-id.com/datasheets/338/nls-bc-01-belt-clip-for-wd5.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000684_nls-bc-01.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
NLS-BC-01: Belt Clip for WD5 Series",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-BC-01</td><td>Belt Clip for WD5 Series</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/protection-handling/hs106,protection-handling,Newland,,,HS106,"HS106 Holster for MT67, MT90, MT93, and N7","https://www.newland-id.com/datasheets/337/hs106-holster-for-mt67,-mt90,-mt93,-and-n7.pdf",https://newlandemea.katanapim.com/content/images/thumbs/000/0000630_hs106-1.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
HS106: Holster for MT67, MT90, MT93 and N7 series with pistol grip.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>HS106</td><td>Holster for MT67, MT90, MT93 and N7 series with pistol grip.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/wmb750,base-stations,Newland,,,WMB750,WMB750 Wall Mount Bracket for NQuire Series,https://www.newland-id.com/datasheets/336/wmb750-wall-mount-bracket-for-nquire-series.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000664_wmb750.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
WMB750: Adjustable Wall Mount Bracket Vesa75 for NQuire series.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>WMB750</td><td>Adjustable Wall Mount Bracket Vesa75 for NQuire series.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/cables/cbl037r,cables,Newland,,,CBL037R,"CBL037R RS232 Cable for HR, FR, and FM Series","https://www.newland-id.com/datasheets/335/cbl037r-rs232-cable-for-hr,-fr,-and-fm-series.pdf",https://newlandemea.katanapim.com/content/images/thumbs/000/0000573_cbl-037r.png,"Contact us today and start making your processes easier, faster and more intuitive!","Dimensions: 3 meter
Interfaces: RS-232
Warranty Standard: 1 Year",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Dimensions</td><td>3 meter</td></tr>
<tr><td>Interfaces</td><td>RS-232</td></tr>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>CBL037R</td><td>RS232 cable 2 meter. For HR,  FR and FM series.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/nls-cd6750-4b,charging-power,Newland,,,NLS-CD6750-4B,NLS-CD6750-4B 4-slot Battery Charger for MT67,https://www.newland-id.com/datasheets/334/nls-cd6750-4b-4-slot-battery-charger-for-mt67.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000591_nls-cd6750-4b.png,"Contact us today and start making your processes easier, faster and more intuitive!","Plug Type Compatibility: EU, UK, US, IN
Warranty Standard: 1 Year
Accessories Standard: Multiplug adapter",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Plug Type Compatibility</td><td>EU, UK, US, IN</td></tr>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Accessories Standard</td><td>Multiplug adapter</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CD6750-4B</td><td>4-slot battery charger for MT67, incl. multiplug adapter (EU/UK/US/IN) - (AD60-D-M).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/charging-power/ad60-d-m,charging-power,Newland,,,AD60-D-M,AD60-D-M Power Supply with Multiplug Adapter,https://www.newland-id.com/datasheets/328/ad60-d-m-power-supply-with-multiplug-adapter.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000600_ad60-d-m.png,"Contact us today and start making your processes easier, faster and more intuitive!","Plug Type Compatibility: EU, UK, US, IN
Power Supply Output: 19V/3.2A
Warranty Standard: 3 Months",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Plug Type Compatibility</td><td>EU, UK, US, IN</td></tr>
<tr><td>Power Supply Output</td><td>19V/3.2A</td></tr>
<tr><td>Warranty Standard</td><td>3 Months</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>AD60-D-M</td><td>Multiplug adapter (EU/UK/US/IN), 19V/3.2A for BS8080, CD50, NLS-CDN7-C-HIGHV, NLS-MCD9350-01 and NLS-MCD95-1C (up to 4 daisy chained). Also applicable for multi-battery charger and multi-cradle setup for the N7, MT67, NLS-WCD10-1C and charging cradle for WD1 (connectable up to 5 pcs).</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/cables/cbl-0233r,cables,Newland,,,CBL-0233R,CBL-0233R RJ50 to Screw Connector Cable,https://www.newland-id.com/datasheets/316/cbl-0233r-rj50-to-screw-connector-cable.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000576_cbl-0233r.png,"Contact us today and start making your processes easier, faster and more intuitive!","Interfaces: RS-485, Wiegand
Warranty Standard: 1 Year
Part Number: Description",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Interfaces</td><td>RS-485, Wiegand</td></tr>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>CBL-0233R</td><td>RJ50 to screw connector convertor for bare wire connection (RS485-Wigand)</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/protection-handling/nls-rb95-01,protection-handling,Newland,,,NLS-RB95-01,NLS-RB95-01 Protective Case for MT95,https://www.newland-id.com/datasheets/333/nls-rb95-01-protective-case-for-mt95.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000633_nls-rb95-01.png,"Contact us today and start making your processes easier, faster and more intuitive!","Part Number: Description
NLS-RB95-01: Protective case for MT95 series.",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-RB95-01</td><td>Protective case for MT95 series.</td></tr>
</tbody>
</table>",,,,,,,,
https://www.newland-id.com/en/products/base-stations/nls-cdn7-c-highv,base-stations,Newland,,,NLS-CDN7-C-HIGHV,NLS-CDN7-C-HIGHV Charging Cradle for N7,https://www.newland-id.com/datasheets/332/nls-cdn7-c-highv-charging-cradle-for-n7.pdf,https://newlandemea.katanapim.com/content/images/thumbs/000/0000647_nls-cdn7-c-highv.png,"Contact us today and start making your processes easier, faster and more intuitive!","Warranty Standard: 1 Year
Part Number: Description
NLS-CDN7-C-HIGHV: Charging cradle for N7 series with spare battery charging slot (no power supply included, order AD60-D-M for connecting up to 4pcs).",,,,"<table class=""Table_Products_Style"">
<thead>
<tr>
<th>Thông số kỹ thuật</th>
<th>Chi tiết</th>
</tr>
</thead>
<tbody>
<tr><td>Warranty Standard</td><td>1 Year</td></tr>
<tr><td>Part Number</td><td>Description</td></tr>
<tr><td>NLS-CDN7-C-HIGHV</td><td>Charging cradle for N7 series with spare battery charging slot (no power supply included, order AD60-D-M for connecting up to 4pcs).</td></tr>
</tbody>
</table>",,,,,,,,
